8.257718384265899658e-02
8.401186764240264893e-02
8.274942636489868164e-02
8.026222139596939087e-02
7.533841580152511597e-02
6.052120774984359741e-02
4.066091030836105347e-02
3.021916560828685760e-02
2.502805367112159729e-02
2.200151421129703522e-02
2.013143710792064667e-02
1.913640275597572327e-02
1.846918277442455292e-02
1.796758919954299927e-02
1.740278862416744232e-02
1.713320985436439514e-02
1.662046462297439575e-02
1.648994907736778259e-02
1.595447771251201630e-02
1.587489806115627289e-02
1.555963139981031418e-02
1.549508702009916306e-02
